"#","Class Name","Schedule","Program","Gender","Age Range","Max Enroll","Current Enroll","Openings","Trials","Make Ups","Price"
"469","Sat_9:00am BUB 2/3","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"470","Sat_9:00am BUB 1/2","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"471","Sat_4:30pm BUB 2/3","Sa  - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"472","Sat_4:15pm GLD 1/2/3","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"473","Sat_4:15pm CRL 2/3","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"474","Sat_4:00pm SPR/RCR","Sa  - 04:00 PM - 05:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"475","Sat_4:00pm Elite","Sa  - 04:00 PM - 05:00 PM","Swim Classes","C","","14","5","9","0","0","$ 248.00"
"476","Sat_4:00pm CRL 1","Sa  - 04:00 PM - 04:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"477","Sat_4:00pm BUB 2/3","Sa  - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"478","Sat_3:30pm GLD 1/2/3","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"479","Sat_3:30pm CRL 2/3","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"480","Sat_3:30pm BUB 1","Sa  - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"481","Sat_3:15pm CRL 1","Sa  - 03:15 PM - 04:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"482","Sat_3:00pm SPR/RCR","Sa  - 03:00 PM - 04:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"483","Sat_3:00pm CHL/MST","Sa  - 03:00 PM - 04:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"484","Sat_2:30pm GLD 1/2/3","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"485","Sat_2:30pm CRL 2/3","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"486","Sat_2:30pm CRL 1","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"487","Sat_2:30pm BUB 1","Sa  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"488","Sat_2:00pm SPR/RCR","Sa  - 02:00 PM - 03:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"489","Sat_2:00pm CHL/MST","Sa  - 02:00 PM - 03:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"490","Sat_2:00pm BUB 2/3","Sa  - 02:00 PM - 02:30 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"491","Sat_1:45pm GLD 1/2/3","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"492","Sat_1:45pm CRL 2/3","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"493","Sat_1:45pm CRL 1","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"494","Sat_1:30pm BUB 1","Sa  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"495","Sat_1:00pm Turn/Dive","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"496","Sat_1:00pm GLD 1/2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"497","Sat_1:00pm CRL 2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"498","Sat_1:00pm CRL 1","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"499","Sat_1:00pm BUB 1","Sa  - 01:00 PM - 01:30 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"500","Sat_1:00pm ADT","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","0","1","","0","0","$ 248.00"
"501","Sat_1:00pm ADT","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","7","3","4","0","0","$ 248.00"
"502","Sat_11:30am BUB 2/3","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"503","Sat_11:30am BUB 1","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"504","Sat_11:15am GLD 1/2/3","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","1","7","0","0","$ 226.00"
"505","Sat_11:15am CRL 2/3","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"506","Sat_11:15am CRL 1","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"507","Sat_11:00am SPR/RCR","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"508","Sat_11:00am PBUB","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"509","Sat_11:00am CHL/MST","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"510","Sat_11:00am BUB 2/3","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"511","Sat_10:30am GLD 1/2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"512","Sat_10:30am CRL 2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"513","Sat_10:30am CRL 1/2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"514","Sat_10:30am BUB 1/2","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"515","Sat_10:30am BUB 1","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"516","Sat_10:00am TEEN","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","0","0","","0","0","$ 248.00"
"517","Sat_10:00am TEEN","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","7","0","7","0","0","$ 248.00"
"518","Sat_10:00am TEEN","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","7","0","7","0","0","$ 248.00"
"519","Sat_10:00am PB","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"520","Sat_10:00am CHL/MST","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"521","Sat_10:00am BUB1","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","0","0","","0","0","$ 226.00"
"522","Sat_10:00am BUB 1","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"523","Sat BUB2/3 1:30","Sa  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"524","Sat 9:45am CR1/2/3","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","4 - 18","6","0","6","0","0","$ 226.00"
"525","Sat 9:30am BU2/3","Sa  - 09:30 AM - 10:00 AM","Swim Classes","C","4 - 18","4","2","2","0","0","$ 226.00"
"526","Sat 9:30 BU1","Sa  - 09:30 AM - 10:00 AM","Swim Classes","C","4 - 18","4","1","3","0","0","$ 226.00"
"527","Sat 9:00am SPR/RCR","Sa  - 09:00 AM - 10:00 AM","Swim Classes","C","6 - 18","12","1","11","0","0","$ 248.00"
"528","Sat 9:00am GL1/2/3","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","4 - 18","8","2","6","0","0","$ 226.00"
"529","Sat 9:00am CHL/MST","Sa  - 09:00 AM - 10:00 AM","Swim Classes","C","6 - 18","14","0","14","0","0","$ 248.00"
"530","Sat 9:00am BU2/3","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","4 - 18","4","1","3","0","0","$ 226.00"
"531","Sat 9:00am BU2/3","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","4 - 18","4","1","3","0","0","$ 226.00"
"532","Sat 4:30pm BU3","Sa  - 04:30 PM - 05:00 PM","Swim Classes","C","4 - 18","4","3","1","0","0","$ 226.00"
"533","Sat 4:00pm SPR","Sa  - 04:00 PM - 05:00 PM","Swim Classes","C","6 - 18","12","2","10","0","0","$ 248.00"
"534","Sat 4:00pm GL1/2/3","Sa  - 04:00 PM - 04:45 PM","Swim Classes","C","6 - 18","8","2","6","0","0","$ 226.00"
"535","Sat 4:00pm ELT","Sa  - 04:00 PM - 05:00 PM","Swim Classes","C","6 - 18","12","4","8","0","0","$ 248.00"
"536","Sat 4:00pm CR1/2","Sa  - 04:00 PM - 04:45 PM","Swim Classes","C","4 - 18","6","2","4","0","0","$ 226.00"
"537","Sat 4:00pm BU2","Sa  - 04:00 PM - 04:30 PM","Swim Classes","C","4 - 18","4","1","3","0","0","$ 226.00"
"538","Sat 3:30pm BU2/3 ","Sa  - 03:30 PM - 04:00 PM","Swim Classes","C","4 - 18","4","2","2","0","0","$ 226.00"
"539","Sat 3:15pm GL1/2/3","Sa  - 03:15 PM - 04:00 PM","Swim Classes","C","6 - 18","8","1","7","0","0","$ 226.00"
"540","Sat 3:15pm CR2/3","Sa  - 03:15 PM - 04:00 PM","Swim Classes","C","4 - 18","6","1","5","0","0","$ 226.00"
"541","Sat 3:00pm SPR/RCR","Sa  - 03:00 PM - 04:00 PM","Swim Classes","C","6 - 18","12","6","6","0","0","$ 248.00"
"542","Sat 3:00pm BU1","Sa  - 03:00 PM - 03:30 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"543","Sat 2:30pm GL1/2/3","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","6 - 18","8","0","8","0","0","$ 226.00"
"544","Sat 2:30pm CR2/3","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","4 - 18","6","1","5","0","0","$ 226.00"
"545","Sat 2:30pm CR1","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","4 - 18","6","0","6","0","0","$ 226.00"
"546","Sat 2:30pm BU1/2","Sa  - 02:30 PM - 03:00 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"547","Sat 2:00pm SPR/RCR","Sa  - 02:00 PM - 03:00 PM","Swim Classes","C","6 - 18","12","1","11","0","0","$ 248.00"
"548","Sat 2:00pm BU1/2/3","Sa  - 02:00 PM - 02:30 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"549","Sat 1:45pm GL1/2/3","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","6 - 18","8","0","8","0","0","$ 226.00"
"550","Sat 1:45pm CR1/2","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","4 - 18","6","0","6","0","0","$ 226.00"
"551","Sat 1:30pm BU1/2","Sa  - 01:30 PM - 02:00 PM","Swim Classes","C","4 - 18","4","2","2","0","0","$ 226.00"
"552","Sat 1:00pm SPR/RCR","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","6 - 18","12","0","12","0","0","$ 248.00"
"553","Sat 1:00pm GL1/2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","6 - 18","8","1","7","0","0","$ 226.00"
"554","Sat 1:00pm CR2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","4 - 18","6","1","5","0","0","$ 226.00"
"555","Sat 1:00pm CR1","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","4 - 18","6","0","6","0","0","$ 226.00"
"556","Sat 1:00pm BU2/3","Sa  - 01:00 PM - 01:30 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"557","SAT 1:00 PM CRL 1","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"558","SAT 1:00 PM BUB 2/3","Sa  - 01:00 PM - 01:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"559","SAT 1:00 PM  BUB 1 ","Sa  - 01:00 PM - 01:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"560","SAT 1:00 ADT","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","8","3","5","0","0","$ 336.00"
"561","Sat 11:30am BU1/2","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"562","Sat 11:15am GL1/2/3","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","6 - 18","8","1","7","0","0","$ 226.00"
"563","Sat 11:15am CR2/3","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","4 - 18","6","1","5","0","0","$ 226.00"
"564","Sat 11:15am CR1","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","4 - 18","6","0","6","0","0","$ 226.00"
"565","Sat 11:00am SPR/RCR","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","6 - 18","12","1","11","0","0","$ 248.00"
"566","Sat 11:00am PBUB","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","3 - 4","4","1","3","0","0","$ 226.00"
"567","Sat 10:30pm GL1/2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","4 - 18","8","8","0","0","0","$ 226.00"
"568","Sat 10:30am CR2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","4 - 18","6","1","5","0","0","$ 226.00"
"569","Sat 10:30am CR1","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","4 - 18","6","0","6","0","0","$ 226.00"
"570","Sat 10:30am BU2/3","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","4 - 18","4","1","3","0","0","$ 226.00"
"571","Sat 10:00am TEEN","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","9 - 18","8","4","4","0","0","$ 248.00"
"572","Sat 10:00am SPR/RCR","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","6 - 18","12","0","12","0","0","$ 248.00"
"573","Sat 10:00am BU3","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"574","Sat 10:00am BU1","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"575","My Example Class","M   - 04:00 PM - 05:00 PM","Swim Classes","C","9 - 14","8","0","8","0","0",""
"576","Mon_7:30pm BUB 2/3","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"577","Mon_7:30pm BUB 1","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"578","Mon_7:00pm SPR/RCR","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"579","Mon_7:00pm GLD 1/2/3","M   - 07:00 PM - 07:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"580","Mon_7:00pm CRL 2/3","M   - 07:00 PM - 07:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"581","Mon_7:00pm CHL/MST","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"582","Mon_7:00pm BUB 2/3","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"583","Mon_7:00pm BUB 1","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"584","Mon_6:30pm BUB 1/2","M   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"585","Mon_6:15pm GLD 1/2/3","M   - 06:15 PM - 07:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"586","Mon_6:15pm CRL 1","M   - 06:15 PM - 07:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"587","Mon_6:00pm SPR/RCR","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"588","Mon_6:00pm CRL 2/3","M   - 06:00 PM - 06:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"589","Mon_6:00pm CHL/MST","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"590","Mon_6:00pm BUB 1","M   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"591","Mon_5:30pm PBUB","M   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"592","Mon_5:30pm GLD 1/2/3","M   - 05:30 PM - 06:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"593","Mon_5:30pm BUB 2/3","M   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"594","Mon_5:15pm CRL 2/3","M   - 05:15 PM - 06:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"595","Mon_5:00pm SPR/RCR","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"596","Mon_5:00pm PBUB","M   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"597","Mon_5:00pm CHL/MST","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"598","Mon_4:30pm GLD 1/2/3","M   - 04:30 PM - 05:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"599","Mon_4:30pm CRL 2/3","M   - 04:30 PM - 05:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"600","Mon_4:30pm CRL 1","M   - 04:30 PM - 05:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"601","Mon_4:30pm BUB 1","M   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","2","2","0","0","$ 226.00"
"602","Mon_4:15pm CRL 2/3","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"603","Mon_4:00pm BUB 2/3","M   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"604","Mon_3:45pm SPR/RCR","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"605","Mon_3:45pm GLD 1/2/3","M   - 03:45 PM - 04:30 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"606","Mon_3:45pm CRL 2/3","M   - 03:45 PM - 04:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"607","Mon_3:45pm CRL 1","M   - 03:45 PM - 04:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"608","Mon_3:45pm CHL/MST","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"609","Mon_3:30pm BUB 1","M   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"610","Mon_3:00pm GLD 1/2/3","M   - 03:00 PM - 03:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"611","Mon_3:00pm CRL 2/3","M   - 03:00 PM - 03:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"612","Mon_3:00pm CRL 1","M   - 03:00 PM - 03:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"613","Mon_3:00pm BUB 2/3","M   - 03:00 PM - 03:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"614","Mon_3:00pm BUB 1","M   - 03:00 PM - 03:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"615","Mon 7:30pm BUB 1/2","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"616","Mon 7:15pm GL2/3","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","1","7","0","0","$ 226.00"
"617","Mon 7:15pm CR1","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"618","Mon 7:00pm SPR/RCR","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","4","8","0","0","$ 248.00"
"619","Mon 7:00pm CHL/MST","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"620","Mon 7:00pm BUB 2/3","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"621","Mon 6:30pm GLD 1/2/3","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","2","6","0","0","$ 226.00"
"622","Mon 6:30pm CRL 2/3","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"623","Mon 6:30pm BUB 1/2","M   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","3","1","0","0","$ 226.00"
"624","Mon 6:15pm CRL 1","M   - 06:15 PM - 07:00 PM","Swim Classes","C","","6","2","4","0","0","$ 226.00"
"625","Mon 6:00pm SPR/RCR","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","5","7","0","0","$ 248.00"
"626","Mon 6:00pm BUB 2/3","M   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"627","Mon 5:45pm CRL 2/3","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"628","Mon 5:45pm CRL 1/2","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","3","3","0","0","$ 226.00"
"629","Mon 5:30pm BUB 2/3","M   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"630","Mon 5:30pm BU2/3","M   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"631","MON 5:30 BU2/3","M   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","2","2","0","0","$ 286.00"
"632","Mon 5:00pm SPR/RCR","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"633","Mon 5:00pm PBUB ","M   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"634","Mon 5:00pm GLD 2/3","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"635","Mon 5:00pm CRL 2/3","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"636","Mon 5:00pm CRL 1","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"637","Mon 4:30pm BUB2/3","M   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","2","2","0","0","$ 226.00"
"638","Mon 4:15pm GLD1","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"639","Mon 4:15pm GLD 1 ","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"640","Mon 4:15pm CRL 2/3","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"641","Mon 4:00pm SPR/RCR","M   - 04:00 PM - 05:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"642","Mon 4:00pm CHL/MST","M   - 04:00 PM - 05:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"643","Mon 4:00pm CH/MST","M   - 04:00 PM - 05:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"644","Mon 4:00pm BU2/3","M   - 03:30 PM - 04:00 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"645","Mon 3:30pm GLD1/2/3","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","2","6","0","0","$ 226.00"
"646","Mon 3:30pm CRL2/3","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"647","Mon 3:30pm CRL1","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"648","Mon 3:30pm BU1/2","M   - 03:30 PM - 04:00 PM","Swim Classes","C","4 - 18","4","0","4","0","0","$ 226.00"
"649","Joe's Class","Tu  - 04:00 PM - 05:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"650","INT_9:45am GLD 1/2/3","M   - 09:45 AM - 10:30 AM Tu  - 09:45 AM - 10:30 AM W   - 09:45 AM - 10:30 AM Th  - 09:45 PM - 10:30 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"651","INT_9:45am GLD 1/2/3","M   - 09:45 AM - 10:30 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"652","INT_9:45am GLD 1/2/3","M   - 09:45 AM - 10:30 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"653","INT_9:45am CRL 2/3","M   - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"654","INT_9:45am CRL 2/3","M   - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"655","INT_9:45am CRL 1/2/3","M   - 09:45 AM - 10:30 AM Tu  - 09:45 AM - 10:30 AM W   - 09:45 AM - 10:30 AM Th  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"656","INT_9:45am CRL 1/2","M   - 09:45 AM - 10:30 AM","Swim Classes","C","","6","1","5","0","0","$ 246.00"
"657","INT_9:45am CRL 1/2","M   - 09:45 AM - 10:30 AM Tu  - 09:45 AM - 10:30 AM W   - 09:45 AM - 10:30 AM Th  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","2","4","0","0","$ 246.00"
"658","INT_9:45am CRL 1","M   - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"659","INT_9:30am BUB 2/3","M   - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"660","INT_9:30am BUB 2/3","M   - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"661","INT_9:30am BUB 1","M   - 09:30 AM - 10:00 AM Tu  - 09:30 AM - 10:00 AM W   - 09:30 AM - 10:00 AM Th  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","1","3","0","0","$ 246.00"
"662","INT_9:30am BUB 1","M   - 09:30 AM - 10:00 AM","Swim Classes","C","","4","3","1","0","0","$ 246.00"
"663","INT_9:30am BUB 1","M   - 09:30 AM - 10:00 AM","Swim Classes","C","","4","1","3","0","0","$ 246.00"
"664","INT_9:00am SPR/RCR","M   - 09:00 AM - 10:00 AM Tu  - 09:00 AM - 10:00 AM W   - 09:00 AM - 10:00 AM Th  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"665","INT_9:00am SPR/RCR","M   - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"666","INT_9:00am SPR/RCR","M   - 09:00 AM - 10:00 AM Tu  - 09:00 AM - 10:00 AM W   - 09:00 AM - 10:00 AM Th  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"667","INT_9:00am PBUB","M   - 09:00 AM - 09:30 AM","Swim Classes","C","3 - 4","4","0","4","0","0","$ 246.00"
"668","INT_9:00am PBUB","M   - 09:00 AM - 09:30 AM","Swim Classes","C","3 - 4","4","0","4","0","0","$ 246.00"
