"#","Class Name","Schedule","Program","Gender","Age Range","Max Enroll","Current Enroll","Openings","Trials","Make Ups","Price"
"1082","4:30 BUB 2/3","Sa  - 04:00 PM - 04:30 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1083","4:30 BUB 2/3","F   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1084","4:30 BUB 2/3","M   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1085","4:30 BUB 2/3","F   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1086","4:30 BUB 2/3","W   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1087","4:30 BUB 2/3","W   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1088","4:30 BUB 1","F   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1089","4:30 BUB 1","M   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1090","4:30 BUB 1","F   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1091","4:30 BUB 1","W   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1092","4:30 BUB 1","W   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1093","4:30 AM BUB 2/3 ","Sa  - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1094","4:15 PM GLD 1","Su  - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1095","4:15 PM CRL 2/3 ","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1096","4:15 PM CRL 2/3 ","Su  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1097","4:15 PM CRL 1","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1098","4:15 PM CRL 1","Su  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1099","4:15 GLD1","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 306.00"
"1100","4:15 GLD1","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 286.00"
"1101","4:15 GLD 2/3","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","4","4","0","0","$ 306.00"
"1102","4:15 GLD 2/3","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1103","4:15 GLD 2/3","Su  - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1104","4:15 GLD 2/3","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1105","4:15 GLD 2/3","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1106","4:15 GLD 1/2/3","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","9","-1","0","0","$ 306.00"
"1107","4:15 GLD 1/2/3","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","8","9","-1","0","0","$ 306.00"
"1108","4:15 GLD 1/2/3","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","10","-2","0","0","$ 286.00"
"1109","4:15 GLD 1","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","5","3","0","0","$ 306.00"
"1110","4:15 GLD 1","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1111","4:15 GLD 1","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1112","4:15 GLD 1","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1113","4:15 GL: 1/2/3","Su  - 04:15 PM - 05:00 PM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"1114","4:15 CRL1","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","6","0","0","0","$ 286.00"
"1115","4:15 CRL 2/3","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"1116","4:15 CRL 2/3","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1117","4:15 CRL 2/3","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"1118","4:15 CRL 2/3","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","8","-2","0","0","$ 306.00"
"1119","4:15 CRL 2/3","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1120","4:15 CRL 2/3","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","3","3","0","0","$ 286.00"
"1121","4:15 CRL 2/3","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1122","4:15 CRL 1","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1123","4:15 CRL 1","M   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1124","4:15 CRL 1","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"1125","4:15 CRL 1","W   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1126","4:15 CRL 1","Sa  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","2","4","0","0","$ 306.00"
"1127","4:15 CRL 1","Su  - 04:15 PM - 05:00 PM","Swim Classes","C","","6","8","-2","0","0","$ 306.00"
"1128","4:15 CRL 1","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1129","4:00pm BUB2/3 ","M   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","3","1","0","0","$ 286.00"
"1130","4:00 SPR/RCR","Sa  - 04:00 PM - 05:00 PM","Swim Classes","C","","12","15","-3","0","0","$ 336.00"
"1131","4:00 SPR/RCR","Su  - 04:00 PM - 05:00 PM","Swim Classes","C","","12","14","-2","0","0","$ 306.00"
"1132","4:00 RCR3/CHL/MT1","Su  - 04:00 PM - 05:00 PM","Swim Classes","C","","12","6","6","0","0","$ 306.00"
"1133","4:00 PM SPR/RCR","Su  - 04:00 PM - 05:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1134","4:00 PM ELITE","Su  - 04:00 PM - 05:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1135","4:00 PM BUB 1","Su  - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1136","4:00 PBUB","W   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1137","4:00 Elite","Sa  - 04:00 PM - 05:00 PM","Swim Classes","C","","14","13","1","0","0","$ 336.00"
"1138","4:00 BUB1","W   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"1139","4:00 BUB 2/3","F   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"1140","4:00 BUB 2/3","M   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1141","4:00 BUB 2/3","W   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1142","4:00 BUB 2/3","W   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1143","4:00 BUB 2/3","F   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1144","4:00 BUB 1","F   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1145","4:00 BUB 1","M   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1146","4:00 BUB 1 ","Sa  - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1147","4:00 BUB 1","W   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1148","4:00 BUB 1","Sa  - 04:00 PM - 04:30 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1149","4:00 BUB 1","F   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1150","4:00 BU1","M   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","5","-1","0","0","$ 286.00"
"1151","3:45 SPR/RCR","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","1","11","0","0","$ 336.00"
"1152","3:45 SPR/RCR","W   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1153","3:45 SPR/RCR","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","13","-1","0","0","$ 314.00"
"1154","3:45 SPR/RCR","F   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1155","3:45 SPR/RCR","W   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","14","-2","0","0","$ 306.00"
"1156","3:45 SPR/RCR","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"1157","3:45 SPR/ RCR","F   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","12","0","0","0","$ 336.00"
"1158","3:45 SP2","W   - 03:45 PM - 04:30 PM","Swim Classes","C","","12","1","11","0","0","$ 336.00"
"1159","3:45 RCR/CHL","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","3","11","0","0","$ 336.00"
"1160","3:45 CHL/MST","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"1161","3:45 CHL/MST","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","3","11","0","0","$ 336.00"
"1162","3:45 CHL/MST","W   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1163","3:45 CHL/MST","M   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","1","13","0","0","$ 314.00"
"1164","3:45 CHL/MST","F   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1165","3:45 CHL/MST","W   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","4","8","0","0","$ 306.00"
"1166","3:45 CHL/ MST","F   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","8","6","0","0","$ 336.00"
"1167","3:30 PM PBUB","Su  - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1168","3:30 PM PBUB","Sa  - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1169","3:30 PM GLD 1/2/3","Su  - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1170","3:30 PM CRL 2/3 ","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1171","3:30 PM CRL 2/3","Su  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1172","3:30 PM CRL 1","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1173","3:30 PM CRL 1","Su  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1174","3:30 PM BUB 2/3 ","Sa  - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1175","3:30 PM BUB 2/3","Su  - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1176","3:30 GLD 2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 306.00"
"1177","3:30 GLD 2/3","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1178","3:30 GLD 2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1179","3:30 GLD 2/3","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1180","3:30 GLD 1/2/3","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","9","-1","0","0","$ 306.00"
"1181","3:30 GLD 1/2/3","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","8","6","2","0","0","$ 306.00"
"1182","3:30 GLD 1/2/3","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 306.00"
"1183","3:30 GLD 1/2/3","Su  - 03:30 PM - 04:15 PM","Swim Classes","C","","8","8","0","0","0","$ 306.00"
"1184","3:30 GLD 1/2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"1185","3:30 GLD 1","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1186","3:30 GLD 1","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 306.00"
"1187","3:30 GLD 1","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 286.00"
"1188","3:30 GLD 1","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1189","3:30 GLD 1","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1190","3:30 GL 1/2/3","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","7","1","0","0","$ 286.00"
"1191","3:30 CRL1","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","7","-1","0","0","$ 306.00"
"1192","3:30 CRL 2/3","W   - 03:30 PM - 04:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1193","3:30 CRL 2/3","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","5","1","0","0","$ 306.00"
"1194","3:30 CRL 2/3","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","2","4","0","0","$ 306.00"
"1195","3:30 CRL 2/3","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","7","-1","0","0","$ 286.00"
"1196","3:30 CRL 2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1197","3:30 CRL 2/3","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1198","3:30 CRL 2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","1","5","0","0","$ 306.00"
"1199","3:30 CRL 1","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1200","3:30 CRL 1","W   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1201","3:30 CRL 1","Sa  - 03:30 PM - 04:15 PM","Swim Classes","C","","6","2","4","0","0","$ 306.00"
"1202","3:30 CRL 1","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1203","3:30 CRL 1","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1204","3:30 CRL 1","M   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1205","3:30 BUB1","W   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1206","3:30 BUB 2/3","W   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1207","3:30 BUB 2/3","M   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1208","3:30 BUB 2/3","W   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1209","3:30 BUB 2/3","Sa  - 03:30 PM - 04:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1210","3:30 BUB 2/3","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1211","3:30 BUB 2/3","M   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1212","3:30 BUB 2/3","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1213","3:30 BUB 1","W   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 248.00"
"1214","3:30 BUB 1","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1215","3:30 BUB 1","M   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1216","3:30 BUB 1","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1217","3:00 SPR/RCR","Sa  - 03:00 PM - 04:00 PM","Swim Classes","C","","12","11","1","0","0","$ 306.00"
"1218","3:00 SPR/RCR","Su  - 03:00 PM - 04:00 PM","Swim Classes","C","","12","14","-2","0","0","$ 306.00"
"1219","3:00 PM SPR/RCR","Su  - 03:00 PM - 04:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1220","3:00 PM CHL/MST","Su  - 03:00 PM - 04:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1221","3:00 CHL/MST","Sa  - 03:00 PM - 04:00 PM","Swim Classes","C","","14","12","2","0","0","$ 336.00"
"1222","3:00 BUB 1","Sa  - 03:00 PM - 03:30 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1223","2:30 PM GLD 1/2/3","Su  - 02:30 PM - 03:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1224","2:30 PM CRL 2/3 ","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1225","2:30 PM CRL 1","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1226","2:30 PM CRL 1","Su  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1227","2:30 PM BUB 2/3 ","Sa  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1228","2:30 PM BUB 2/3 ","Su  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1229","2:30 PM BUB 1","Su  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1230","2:30 PM BUB 1 ","Sa  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1231","2:30 PBUB","Su  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"1232","2:30 GLD 1/2/3","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","8","8","0","0","0","$ 306.00"
"1233","2:30 GLD 1/2/3","Su  - 02:30 PM - 03:15 PM","Swim Classes","C","","8","5","3","0","0","$ 306.00"
"1234","2:30 CRL 2/3","Sa  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","7","-1","0","0","$ 306.00"
"1235","2:30 CRL 2/3 ","Su  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1236","2:30 CRL 1/2","Sa  - 02:30 AM - 03:15 AM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"1237","2:30 CR 1/2/3","Su  - 02:30 PM - 03:15 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1238","2:30 BUB 2/3","Sa  - 02:30 PM - 03:00 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1239","2:00 SPR/RCR","Sa  - 02:00 PM - 03:00 PM","Swim Classes","C","","12","15","-3","0","0","$ 336.00"
"1240","2:00 SPR","Su  - 02:00 PM - 03:00 PM","Swim Classes","C","","10","10","0","0","0","$ 306.00"
"1241","2:00 RCR/CHL","Su  - 02:00 PM - 03:00 PM","Swim Classes","C","","12","5","7","0","0","$ 306.00"
"1242","2:00 PM SPR/RCR ","Su  - 02:00 PM - 03:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1243","2:00 PM CHL/MST","Su  - 02:00 PM - 03:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1244","2:00 PM BUB 2/3 ","Su  - 02:00 PM - 02:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1245","2:00 PM BUB 2/3 ","Sa  - 02:00 PM - 02:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1246","2:00 PM BUB 1","Su  - 02:00 PM - 02:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1247","2:00 PM BUB 1","Sa  - 02:00 PM - 02:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1248","2:00 CHL/MST","Sa  - 02:00 PM - 03:00 PM","Swim Classes","C","","14","5","9","0","0","$ 336.00"
"1249","2:00 BUB 2/3","Su  - 02:00 PM - 02:30 PM","Swim Classes","C","","4","6","-2","0","0","$ 306.00"
"1250","1:45 PM GLD 1/2/3","Su  - 01:45 PM - 02:30 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1251","1:45 PM CRL 2/3","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1252","1:45 PM CRL 2/3 ","Su  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1253","1:45 PM CRL 1","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1254","1:45 PM CRL 1","Su  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1255","1:45 GLD 1/2/3","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","8","4","4","0","0","$ 306.00"
"1256","1:45 GLD 1/2/3","Su  - 01:45 PM - 02:30 PM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"1257","1:45 CRL 2/3","Sa  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1258","1:45 CRL 2/3","Su  - 01:45 PM - 02:30 PM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"1259","1:30 PM PBUB","Sa  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1260","1:30 PM PBUB","Su  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1261","1:30 PM BUB 2/3","Su  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1262","1:30 BUB1","Sa  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1263","1:30 BUB1","Su  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1264","1:30 BUB 2/3 ","Sa  - 01:30 PM - 02:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1265","1:00 SPR/RCR","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","12","13","-1","0","0","$ 336.00"
"1266","1:00 SPR/RCR","Su  - 01:00 PM - 02:00 PM","Swim Classes","C","","12","5","7","0","0","$ 306.00"
"1267","1:00 SP2","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","12","0","12","0","0","$ 336.00"
"1268","1:00 PM GLD 1/2/3","Su  - 01:00 PM - 01:45 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1269","1:00 PM CRL 2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1270","1:00 PM CRL 2/3 ","Su  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1271","1:00 PM CRL 1","Su  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1272","1:00 PM BUB 2/3 ","Su  - 01:00 PM - 01:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1273","1:00 PM BUB 1 ","Su  - 01:00 PM - 01:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1274","1:00 PM ADT-B","Su  - 01:00 PM - 02:00 PM","Swim Classes","C","","8","0","8","0","0","$ 270.00"
"1275","1:00 PM ADT-A","Su  - 01:00 PM - 02:00 PM","Swim Classes","C","","8","0","8","0","0","$ 270.00"
"1276","1:00 GLD 1/2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","8","9","-1","0","0","$ 306.00"
"1277","1:00 GLD 1/2/3","Su  - 01:00 PM - 01:45 PM","Swim Classes","C","","8","2","6","0","0","$ 306.00"
"1278","1:00 CRL1","Su  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","2","4","0","0","$ 306.00"
"1279","1:00 CRL 2/3","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"1280","1:00 CRL 1","Sa  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","5","1","0","0","$ 306.00"
"1281","1:00 CR 2/3","Su  - 01:00 PM - 01:45 PM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"1282","1:00 BUB 2/3","Sa  - 01:00 PM - 01:30 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1283","1:00 ADT","Sa  - 01:00 PM - 02:00 PM","Swim Classes","C","","8","6","2","0","0","$ 336.00"
"1284","11:30 BUB 2/3","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1285","11:30 BUB 1","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","6","-2","0","0","$ 306.00"
"1286","11:30 BU1","Su  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1287","11:30 AM BUB 2/3 ","Su  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1288","11:30 AM BUB 2/3 ","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1289","11:30 AM BUB 1","Su  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1290","11:30 AM BUB 1 ","Sa  - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1291","11:15 GLD 1/2/3","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","8","0","0","0","$ 306.00"
"1292","11:15 GLD 1/2/3","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","6","2","0","0","$ 306.00"
"1293","11:15 CRL 2/3","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"1294","11:15 CRL 2/3","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","4","7","-3","0","0","$ 306.00"
"1295","11:15 CRL 1","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","4","2","0","0","$ 336.00"
"1296","11:15 CRL 1","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1297","11:15 AM GLD 2/3","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1298","11:15 AM GLD 2/3 ","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1299","11:15 AM GLD 1 ","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
